,A_Max,A_Min,A_Absolute Mean,A_Peak to Peak,A_Mean,A_Root Mean Square,A_Square Root Amplitude,A_Standard Deviation,A_Skewness,A_Kurtosis,A_Variance,A_Margin/Clearance Factor,A_Wave Form,A_Shape Factor,A_Crest/Peak Factor,A_Skewness Coefficient,A_Kurtosis Coefficient,A_Impulse Factor,A_Mean of Power Spectrum,A_STD of Power Spectrum,A_Skewness of Power Spectrum,A_Kurtosis of Power Spectrum,A_Frequency Center,A_Frequency Deviation,A_Frequency STD,A_Frequency RMS,A_Entropy,V_Max,V_Min,V_Absolute Mean,V_Peak to Peak,V_Mean,V_Root Mean Square,V_Square Root Amplitude,V_Standard Deviation,V_Skewness,V_Kurtosis,V_Variance,V_Margin/Clearance Factor,V_Wave Form,V_Shape Factor,V_Crest/Peak Factor,V_Skewness Coefficient,V_Kurtosis Coefficient,V_Impulse Factor,V_Mean of Power Spectrum,V_STD of Power Spectrum,V_Skewness of Power Spectrum,V_Kurtosis of Power Spectrum,V_Frequency Center,V_Frequency Deviation,V_Frequency STD,V_Frequency RMS,V_Entropy,E_Max,E_Min,E_Absolute Mean,E_Peak to Peak,E_Mean,E_Root Mean Square,E_Square Root Amplitude,E_Standard Deviation,E_Skewness,E_Kurtosis,E_Variance,E_Margin/Clearance Factor,E_Wave Form,E_Shape Factor,E_Crest/Peak Factor,E_Skewness Coefficient,E_Kurtosis Coefficient,E_Impulse Factor,E_Mean of Power Spectrum,E_STD of Power Spectrum,E_Skewness of Power Spectrum,E_Kurtosis of Power Spectrum,E_Frequency Center,E_Frequency Deviation,E_Frequency STD,E_Frequency RMS,E_Entropy
0,1.4726777076721191,8.451357280137017e-05,0.21342170238494873,1.4725931940993178,-0.00042958531412295997,0.2986755073070526,0.17010412481334303,0.2988208830356598,0.0061715515330433846,0.04255722463130951,0.08929392695426941,8.657507331395422,1.400142908131604,1.3994617415633372,4.930694588753595,6.90031843629403,0.23129249397533003,0.476597117338448,249.34646606445312,2.722370027186116e-06,7.178684882092057e-06,5.026945410838761,35.8974432403498,2764.02043980219,838532.2964970672,915.714111328125,2911.759033203125,0.1244141012430191,2.873488119803369e-05,0.024702750146389008,0.12438536636182107,1.3387762010097504e-09,0.03116796538233757,0.020855366874661607,0.031183194369077682,-5.894944479223341e-06,3.0005212465766817e-06,0.0009723916300572455,5.965567615795673,1.2623369537515228,1.2617204642250586,3.9917299610940518,5.036447379572662,-0.194409691078167,0.003085712745594117,86.26300811767578,2.964606160560379e-08,1.4890990485127986e-07,9.554737779887796,108.38448119752292,808.0661096254241,849166.8244782015,921.5025024414062,1225.6171875,1.5255873203277588,0.010399313643574715,0.3377070426940918,1.515188006684184,0.3377070426940918,0.42237767577171326,0.2950688475912102,0.25381046533584595,0.12658590078353882,0.10904604941606522,0.06441974639892578,5.170275794215033,0.7515699504252191,1.2507221418959846,3.6119032984885036,4.517487429806714,7.742064133091852,1.6927424105160687,287.73748779296875,1.963995600817725e-06,1.3059290722594596e-05,18.439066755006984,380.13210923196965,709.6138510240637,628469.0796967356,792.7604370117188,1063.96435546875
1,1.2855597734451294,0.0001338760630460456,0.10910093039274216,1.2854258973820833,0.000235699990298599,0.19011057913303375,0.08160963755944639,0.19020335376262665,-0.0008302966016344726,0.02399071864783764,0.036177314817905426,15.752548496600015,1.7433705934306107,1.7425202374413544,6.762168519541107,11.783215494289223,-0.12066429032813639,0.663142601063465,183.43460083007812,1.102965484278684e-06,2.7523119570105337e-06,3.5897073694700246,16.41803770113864,3057.2688318141804,511591.8133663417,715.2564697265625,3139.82080078125,0.07830756157636642,2.578449084467138e-06,0.021745193749666214,0.07830498312728196,3.838067641481757e-10,0.026851799339056015,0.018570244333609986,0.026864919811487198,5.928457085246919e-06,1.447509134777647e-06,0.0007217239472083747,4.216829901082067,1.2354417312055255,1.2348383577620772,2.9162873067678508,3.6011434286516044,0.3057630957914937,0.0020056272999108326,79.31278991699219,2.2003730393294063e-08,2.1869368538318668e-07,18.743787089519397,383.6038537362014,357.09863866139005,621817.8079904583,788.5542602539062,865.6425170898438,1.6847798824310303,0.00674709677696228,0.16824349761009216,1.678032785654068,0.16824349761009216,0.26885318756103516,0.1369371665665975,0.2098074108362198,0.0656743273139,0.08061234652996063,0.044019151479005814,12.303306141592035,1.2470461789997547,1.5980004658730291,6.266542337529663,10.013937574785464,7.111040387875268,1.8313016907744648,231.3832550048828,1.3420400364339002e-06,6.532653060276061e-06,9.431929750193351,109.78708234253213,385.29671913132296,320166.94651871553,565.8329467773438,684.5584106445312
2,1.3085383176803589,3.540393663570285e-05,0.2096039354801178,1.3085029137437232,0.0002366724074818194,0.289785236120224,0.16691923441423118,0.2899267077445984,0.0035838810727000237,0.03436361625790596,0.08405748754739761,7.8393501040931906,1.3832121380760034,1.3825371907089592,4.51554515060761,6.24290910704051,0.14705809519376567,0.40881085331810674,250.00094604492188,2.562724830568186e-06,1.1077568160544615e-05,10.213505312549705,132.83837375289733,2698.0288395430994,826816.8663663142,909.2947387695312,2847.13623046875,0.10131468623876572,3.726884096977301e-05,0.024313682690262794,0.10127741739779594,-1.292391971219331e-08,0.030679110437631607,0.020539437616312606,0.030694102868437767,-2.743718596320832e-06,2.701842049646075e-06,0.0009421278955414891,4.93269037504224,1.262420969273002,1.261804344017291,3.3023997369392792,4.166982333751541,-0.09488001513173625,0.002867807964824982,85.29130554199219,2.8723386336082513e-08,1.3462228309890634e-07,10.998698402526529,158.00812299642308,827.5041642060655,807280.7419299239,898.488037109375,1221.4930419921875,1.4800245761871338,0.0035333011765033007,0.3303315341472626,1.4764912750106305,0.3303315341472626,0.40981343388557434,0.2902055722276522,0.24266333878040314,0.11454269289970398,0.0950707420706749,0.058885496109724045,5.09991784384528,0.734605430289387,1.2406125105297352,3.611459395448655,4.480421707263756,8.015947782041591,1.614501844283102,292.5911865234375,1.795272396520886e-06,1.1701222319970839e-05,18.169134160416352,373.1019832430572,708.7367808126749,607924.1343894958,779.6948852539062,1053.67529296875
3,0.21208058297634125,0.00020326573576312512,0.06104271113872528,0.21187731724057812,-0.0004024570225737989,0.07489050924777985,0.052404542779120655,0.07492604851722717,-8.02478170953691e-05,8.260077447630465e-05,0.005613912828266621,4.046988519110593,1.2274364476857966,1.22685424435989,2.8318752951012742,3.474298225292914,-0.19078082340305214,0.014713583378138929,158.56988525390625,1.7115533523792692e-07,1.239301582245389e-06,14.42843726920279,233.54089353257643,889.9254768313414,231240.9867391078,480.8752136230469,1011.5370483398438,0.15134167671203613,5.75004487473052e-05,0.042951956391334534,0.15128417626328883,7.588823791593313e-09,0.05297837406396866,0.03676538999234347,0.05300426110625267,-5.100560883875005e-05,2.1125239072716795e-05,0.002809451660141349,4.116417009136953,1.2340360151079444,1.2334333174788037,2.8566689594757824,3.5235106716249365,-0.3425197325533114,0.007519345989264661,126.77704620361328,8.565382358938223e-08,5.564025968851638e-07,8.545802636404645,85.11274927342365,123.18879136310605,33140.08019442037,182.04417419433594,219.80795288085938,0.22710752487182617,0.004843151196837425,0.09567925333976746,0.22226437367498875,0.09567925333976746,0.1058737188577652,0.08988808656052871,0.04535119980573654,0.0015126382932066917,0.00022714554506819695,0.002056731376796961,2.5265586749240327,0.47399199118631796,1.1065483389778983,2.1450793201751144,2.373633958715612,16.21693320668402,0.11044006408942951,218.6231231689453,6.270512642458925e-08,2.3621026912223897e-07,7.251628300814436,69.97492970829857,594.8978273220894,295810.4151709662,543.8845825195312,806.0486450195312
4,0.36208996176719666,3.424408350838348e-05,0.08590283244848251,0.36205571768368827,-0.00018842001736629754,0.10718420892953873,0.07303096709115753,0.10723637789487839,-5.033816705690697e-05,0.000390998728107661,0.011499641463160515,4.958033231508965,1.2483450759227293,1.2477377738832889,3.3782024925446725,4.215110857774667,-0.0408198108758159,0.03400095220586598,191.48565673828125,3.505975314510579e-07,1.2268556019989774e-06,7.50482116120351,72.79894160315573,3090.804062468536,1293310.6374397129,1137.2381591796875,3293.383544921875,0.06443201005458832,2.849822340067476e-05,0.017825011163949966,0.06440351183118764,5.070432962384075e-09,0.021529823541641235,0.015464387342080388,0.021540343761444092,-2.6371387775725452e-06,5.349768343876349e-07,0.00046398642007261515,4.166476733239949,1.208433675767237,1.2078434814775338,2.9926863975438143,3.6146967573797797,-0.2638609202357014,0.0011530010604704972,69.11300659179688,1.4145906668261432e-08,9.94846516277903e-08,12.610532180194673,188.5639981374816,271.90666643644784,278500.0409222776,527.7310180664062,593.6608276367188,0.3907510042190552,0.00246944697573781,0.13474079966545105,0.38828155724331737,0.13474079966545105,0.1515728384256363,0.12507909679131046,0.06945490092039108,0.004592936486005783,0.0010335338301956654,0.004823983646929264,3.124031226984376,0.5154704521039001,1.124921618410887,2.5779751060792,2.9000199285535917,13.70824233932596,0.21424905339823397,257.8101501464844,1.4706415640830528e-07,3.8107100408524275e-07,6.677793853018763,61.678251420039594,1168.4775547120803,1548455.197631398,1244.369384765625,1706.9832763671875
5,1.8369848728179932,3.251713133067824e-05,0.10249265283346176,1.8369523556866625,0.00022897085000295192,0.18159018456935883,0.0778520004668195,0.18167875707149506,-0.001632150961086154,0.03504573181271553,0.033007171005010605,23.5958596028745,1.7726027383318996,1.7717385544154178,10.116102239635932,17.92308835837114,-0.27217477586849137,1.0617611490362342,181.24313354492188,1.0063160971185425e-06,2.3125076040741988e-06,3.7427596845123676,19.760778487051756,2957.476364745556,602383.3471300831,776.1336059570312,3057.6220703125,0.08436471223831177,2.3989350665942766e-05,0.020681852474808693,0.08434072288764582,2.28283170145005e-10,0.026458989828824997,0.017328427150467896,0.02647191844880581,7.297154297702946e-06,1.678866169640969e-06,0.0007007624953985214,4.868572981595377,1.2799587697015846,1.2793336506511244,3.18850843452848,4.079166135677222,0.3933664174084599,0.0023957705794260624,75.68312072753906,2.1364682467606144e-08,1.5240939887917193e-07,13.364609115029976,196.93522173026068,382.2067277740284,581821.3997547402,762.7721557617188,853.1726684570312,1.8397223949432373,0.0007476542377844453,0.1636904627084732,1.8389747407054529,0.1636904627084732,0.2567936182022095,0.13536710838565913,0.1979563981294632,0.05874412879347801,0.07443980872631073,0.039186738431453705,13.590616043166795,1.2093337318131747,1.5687756876804095,7.164206057077972,11.23903228387665,7.572789044264767,1.8996175436531744,234.90965270996094,1.1947074654017342e-06,5.0156540964962915e-06,7.822221555045904,75.40210288975709,394.19682516240266,352939.5866541032,594.0872192382812,712.9732666015625
6,3.1903018951416016,6.750238389940932e-05,0.44137701392173767,3.190234392757702,-0.0008886298164725304,0.7239428162574768,0.31110020727851406,0.7242957949638367,0.030964720994234085,1.9478906393051147,0.5246044397354126,10.254901219932224,1.6409911982690255,1.6401914767266108,4.406842396246587,7.228065337601126,0.08149281332367554,3.7130659084843423,86.49075317382812,1.5993962733773515e-05,8.58236599015072e-05,10.276506554059672,129.24640806599638,3249.9369468611385,169502.64823547154,411.70697021484375,3275.90771484375,0.19356600940227509,5.320563286659308e-05,0.03435831144452095,0.1935128037694085,-1.1357769835740328e-08,0.04391518607735634,0.02902625596767905,0.04393664747476578,-2.0989153199479915e-05,1.4031817045179196e-05,0.001930429134517908,6.668652326976385,1.2787778452300007,1.2781532104180109,4.407723766929046,5.633746283336129,-0.24746521476778705,0.007268755760297798,108.19969177246094,5.885449638753926e-08,3.911847841209237e-07,13.332314990299189,200.13922217668986,1278.194377567447,2174628.826977168,1474.6622314453125,1951.5147705078125,3.42929744720459,0.00882719736546278,0.6958197355270386,3.420470249839127,0.6958197355270386,1.0237815380096436,0.5390786117749577,0.7513416409492493,2.190646171569824,5.2297043800354,0.5645142793655396,6.36140513145822,1.079793519193813,1.4713315615203053,3.3496379060239385,4.928427970797808,5.164875476746571,9.264078113157902,-79.55126190185547,1.7210773876286112e-05,0.0001707046467345208,18.866223410052942,391.3596011635208,297.0362806013239,102378.51290298818,319.9664306640625,436.58819580078125
7,0.41877278685569763,3.225602631573565e-05,0.1072765439748764,0.4187405308293819,5.921363481320441e-06,0.13196198642253876,0.0919072034122701,0.13202646374702454,-8.487755985697731e-05,0.0008223439217545092,0.0174309853464365,4.556474044555568,1.2307113825175466,1.2301103440976207,3.1734350035835197,3.9036752242295574,-0.03688161280646039,0.0471771284030352,216.37176513671875,5.314311124493543e-07,2.084166681015631e-06,7.820496909318542,76.20466711552835,2958.782650829738,588600.3271002836,767.2029418945312,3056.631591796875,0.050353892147541046,1.4511492736346554e-05,0.013784248381853104,0.0503393806548047,-1.8119408196071163e-09,0.01725831627845764,0.011631172575654825,0.01726675033569336,5.487907515089319e-07,2.4657964559082757e-07,0.00029814065783284605,4.329218900331394,1.2526435868948032,1.252031724934537,2.9176595987173046,3.653002380153836,0.10660436481197301,0.0008270580986276403,56.415077209472656,9.089641039849994e-09,4.744859793959222e-08,8.972876702312092,94.3971821927775,490.39809748382504,660360.6773873742,812.6257934570312,949.1315307617188,0.4583970010280609,0.01139921322464943,0.1676347553730011,0.4469977878034115,0.1676347553730011,0.18662171065807343,0.15686981875904227,0.0820537656545639,0.00839200709015131,0.0022621448151767254,0.006732820067554712,2.922149108441155,0.48947943683866474,1.1132638350730122,2.4562897822104506,2.73449858299426,15.190437753363028,0.3359876895599041,285.53125,2.0526654509467335e-07,5.377737011258432e-07,5.599328419053313,47.11407667287237,835.3151899057549,837563.0189184712,915.1846923828125,1239.0775146484375
8,0.22035261988639832,1.16095307021169e-05,0.05805530399084091,0.2203410103556962,0.0023449494037777185,0.07175984978675842,0.04975176705386364,0.07175654172897339,6.469561776611954e-05,7.296543481061235e-05,0.005149001255631447,4.429041076025181,1.2360032037777986,1.2360601849243542,3.0706951107227534,3.7955639664062772,0.17510170107273323,0.014170793749721905,153.410400390625,1.5698149979925802e-07,1.0297883363818983e-06,12.826399519456187,187.73641487632682,844.4169174001282,265942.29798641044,515.6959228515625,989.4351806640625,0.1707793027162552,0.00016969256103038788,0.0676899403333664,0.1706096101552248,6.613845471292734e-09,0.07989351451396942,0.060121260974654867,0.0799325481057167,-3.964765710406937e-05,8.81616651895456e-05,0.006389212794601917,2.840580851892812,1.18086303093276,1.1802863781605009,2.1375865582480333,2.5229642968391417,-0.07763302920275823,0.013798518604587263,172.362060546875,1.9479269042221858e-07,1.8544712929724483e-06,13.516975804324883,202.40943882122335,65.61946090544197,15249.12794998467,123.48735809326172,139.83934020996094,0.2238791137933731,0.004761948715895414,0.09008258581161499,0.2191171650774777,0.09008258581161499,0.10053786635398865,0.08396606979946242,0.04466482251882553,0.001304701087065041,0.0001858444738900289,0.0019949462730437517,2.666304548111724,0.49582083059017357,1.1160632818005274,2.2268138554393655,2.4852651794605434,14.64246506101818,0.09315763356698332,210.20126342773438,6.082135683982415e-08,2.9632818154823326e-07,13.094183147012913,222.26843439606046,576.5810572504525,326069.55379215395,571.0250244140625,811.4898071289062
9,2.988635301589966,2.474354550940916e-05,0.41104549169540405,2.9886105580444564,-0.0001154915225924924,0.6797029972076416,0.2863838547519073,0.6800347566604614,-0.0015490780351683497,1.5400103330612183,0.46244728565216064,10.435767421941447,1.654402664424272,1.6535955531445656,4.396972374504583,7.27081396578028,-0.00492583622036816,3.3301318444006003,103.71054077148438,1.4098996871325653e-05,8.28187185106799e-05,11.067678468083091,143.08495555490111,3264.441249590134,166000.7692576144,407.4319152832031,3289.76708984375,0.17318403720855713,0.00011833711323561147,0.026529742404818535,0.17306570009532152,-4.567482392303646e-09,0.03585255146026611,0.021397077127915942,0.03587006777524948,1.2249184692336712e-05,7.493289103877032e-06,0.0012866618344560266,8.093817495409716,1.3520699608728386,1.3514097088916437,4.830452231565437,6.527920044074839,0.2654059184278652,0.0058238222205659615,88.47525787353516,3.922749058915542e-08,1.6756405329942936e-07,7.688886282318688,71.37942727773937,1661.557758928383,2245966.1177480677,1498.65478515625,2237.57421875,3.356881618499756,0.0035524372942745686,0.6487183570861816,3.3533291812054813,0.6487183570861816,0.9612447619438171,0.4988074332677037,0.7096816301345825,1.8344255685806274,4.170498847961426,0.5036479830741882,6.729814743354395,1.0939749467276165,1.4817597674611767,3.492223574473906,5.174636391634895,5.132268515735341,8.280581863833184,-34.82832336425781,1.5355099094449542e-05,0.00015706539852544665,18.97280793151759,393.96768648211855,285.9728966997194,99864.94066365734,316.0141296386719,426.198974609375
